timestamp,image_name,object_id,category,color,size_category,confidence,method,area_pixels,aspect_ratio,shape_category,circularity,solidity,extent,color_hsv,color_kmeans,confidence_hsv,confidence_kmeans,roi_image,ground_truth
2026-05-24T20:59:58.820838,flash_drive/modern-flash-drive-laptop-on-260nw-2628399191.webp,2,Colored Object,red,small,0.578,combined,342,1.27,ring_like,0.475,0.757,0.399,red,red,0.889,0.415,20260524_205958_820921.jpg,
2026-05-24T20:59:58.820870,flash_drive/modern-flash-drive-laptop-on-260nw-2628399191.webp,3,Colored Object,red,medium,0.49,combined,2376,1.51,ring_like,0.266,0.533,0.313,red,red,0.754,0.519,20260524_205958_821305.jpg,
2026-05-24T21:00:03.033704,flash_drive/snLxBT7RnM.webp,1,Charger Adapter,white,medium,0.78,combined,60457,2.16,oval,0.622,0.971,0.937,white,white,0.929,0.507,20260524_210003_033757.jpg,
2026-05-24T21:00:03.247685,flash_drive/usb-laikmena-kingston-usb-flash-drive-datatraveler_large.webp,1,Keyboard,black,large,0.755,combined,13609,3.1,rectangular,0.57,0.964,0.871,black,black,0.839,0.837,20260524_210003_247743.jpg,
2026-05-24T21:00:04.162352,flash_drive/белый-usb-накопитель-лежит-на-простой-серой-поверхности-современное-426733875.webp,1,Charger Adapter,white,medium,0.493,combined,77926,1.28,oval,0.558,0.922,0.501,silver,white,0.429,0.587,20260524_210004_162403.jpg,
2026-05-24T21:00:05.483258,flash_drive/флэш-накопитель-usb-с-изящным-минималистичным-дизайном-расположен-на-406496457.webp,1,Headphones,black,medium,0.607,combined,21526,3.71,ring_like,0.263,0.658,0.323,black,black,0.779,0.439,20260524_210005_483310.jpg,
2026-05-24T21:00:06.085604,mouse/01ebc3ce9219b7cfaf75624bde1348922fa67727.jpg,1,Unknown Object,white,large,0.266,combined,20133,1.6,irregular,0.047,0.15,0.136,white,white,0.886,0.482,20260524_210006_085653.jpg,
2026-05-24T21:00:06.568480,mouse/0xnszp73paillzxkjdqqo5rtzky1zzrn.webp,1,Unknown Object,silver,large,0.178,combined,12352,2.0,irregular,0.031,0.165,0.133,silver,silver,0.592,0.437,20260524_210006_568543.jpg,
2026-05-24T21:00:07.962384,mouse/1.jpg,1,Unknown Object,black,large,0.183,combined,67006,1.88,ring_like,0.12,0.153,0.137,black,black,0.609,0.504,20260524_210007_962440.jpg,
2026-05-24T21:00:11.073834,mouse/1.webp,1,USB-C Cable,black,small,0.305,combined,6631,2.8,ring_like,0.408,0.618,0.543,silver,black,0.043,0.401,20260524_210011_073889.jpg,
2026-05-24T21:00:16.364189,mouse/102106.jpg,1,Unknown Object,white,large,0.296,combined,22783,1.88,irregular,0.01,0.031,0.019,white,white,0.987,0.808,20260524_210016_364250.jpg,
2026-05-24T21:00:16.725174,mouse/17afc481b08a2220f67fd114c3093644_large.webp,1,Unknown Object,white,large,0.15,combined,16019,1.16,ring_like,0.35,0.447,0.32,silver,white,0.044,0.383,20260524_210016_728962.jpg,
2026-05-24T21:00:17.253950,mouse/260227080110273109.webp,1,Unknown Object,black,small,0.248,combined,1560,2.76,ring_like,0.335,0.775,0.488,black,black,0.827,0.43,20260524_210017_254034.jpg,
2026-05-24T21:00:17.253984,mouse/260227080110273109.webp,2,Flash Drive,black,small,0.58,combined,367,1.16,oval,0.425,0.976,0.31,black,black,0.763,0.591,20260524_210017_254442.jpg,
2026-05-24T21:00:18.442610,mouse/3-Tasten-Maus_Microsoft.jpg,1,Unknown Object,black,large,0.285,combined,27991,1.61,irregular,0.124,0.349,0.125,black,black,0.951,0.742,20260524_210018_442681.jpg,
2026-05-24T21:00:18.442637,mouse/3-Tasten-Maus_Microsoft.jpg,2,Unknown Object,black,small,0.218,combined,5625,1.08,oval,0.619,1.002,0.501,black,black,0.727,0.466,20260524_210018_444650.jpg,
2026-05-24T21:00:19.826743,mouse/32a2556bc883e91e0c05a720dfa382bd4a58f777_original.jpeg,1,Unknown Object,black,large,0.221,combined,64786,1.42,irregular,0.032,0.28,0.168,black,black,0.738,0.623,20260524_210019_826798.jpg,
2026-05-24T21:00:20.087370,mouse/414212235_s265.jpg,1,Unknown Object,black,small,0.21,combined,729,1.03,oval,0.865,1.01,0.735,black,black,0.701,0.487,20260524_210020_091059.jpg,
2026-05-24T21:00:21.110341,mouse/550e10fc2f6093a79d05b6946c28b3af.webp,1,Unknown Object,silver,large,0.15,combined,46293,1.93,irregular,0.048,0.29,0.193,silver,silver,0.472,0.404,20260524_210021_110394.jpg,
2026-05-24T21:00:42.043352,mouse/Image.jpeg,1,Mouse,black,large,0.773,combined,697085,1.15,oval,0.765,0.962,0.653,black,black,0.878,0.545,20260524_210042_043416.jpg,
2026-05-24T21:00:44.438671,mouse/Image_36.jpg,1,USB-C Cable,black,medium,0.452,combined,37927,1.48,irregular,0.03,0.22,0.183,black,black,0.595,0.435,20260524_210044_438726.jpg,
2026-05-24T21:00:46.724116,mouse/Image_37.jpg,1,Flash Drive,black,small,0.756,combined,3251,1.35,oval,0.637,0.946,0.568,black,black,0.995,0.529,20260524_210046_727295.jpg,
2026-05-24T21:00:49.490848,mouse/Image_38.jpg,1,USB-C Cable,black,medium,0.476,combined,57317,1.31,ring_like,0.108,0.138,0.114,black,black,0.626,0.442,20260524_210049_490899.jpg,
2026-05-24T21:00:51.455067,mouse/Image_39.jpg,1,USB-C Cable,black,medium,0.447,combined,43408,1.49,ring_like,0.128,0.156,0.13,black,black,0.588,0.403,20260524_210051_455118.jpg,
2026-05-24T21:00:54.880093,mouse/Image_40.jpg,1,USB-C Cable,black,medium,0.539,combined,23680,1.11,irregular,0.015,0.116,0.093,black,black,0.709,0.631,20260524_210054_880166.jpg,
2026-05-24T21:00:54.880122,mouse/Image_40.jpg,2,USB-C Cable,black,small,0.752,combined,2993,1.61,ring_like,0.095,0.583,0.086,black,black,0.99,0.647,20260524_210054_882086.jpg,
2026-05-24T21:00:57.866849,mouse/Image_41.jpg,1,USB-C Cable,black,medium,0.365,combined,7053,1.0,irregular,0.023,0.057,0.031,gray,black,0.48,0.458,20260524_210057_869393.jpg,
2026-05-24T21:00:57.866877,mouse/Image_41.jpg,2,USB-C Cable,black,small,0.659,combined,2782,1.57,ring_like,0.19,0.488,0.214,black,black,0.868,0.838,20260524_210057_871066.jpg,
2026-05-24T21:01:14.657413,mouse/Image_7.jpeg,1,Mouse,black,medium,0.869,combined,203620,1.26,oval,0.75,0.975,0.685,black,black,0.988,0.795,20260524_210114_657473.jpg,
2026-05-24T21:01:16.456778,mouse/d05760904a05192258cf8b01c0b6fffc-1000-1000.jpg,1,Unknown Object,black,small,0.3,combined,22272,1.08,irregular,0.262,0.818,0.219,black,black,0.998,0.371,20260524_210116_456846.jpg,
2026-05-24T21:01:16.456806,mouse/d05760904a05192258cf8b01c0b6fffc-1000-1000.jpg,2,Unknown Object,black,small,0.3,combined,13896,1.01,irregular,0.334,0.871,0.288,black,black,1.0,0.626,20260524_210116_457805.jpg,
2026-05-24T21:01:16.638221,mouse/display.webp,1,Headphones,black,medium,0.451,combined,1695,1.0,ring_like,0.549,0.829,0.581,black,black,0.578,0.375,20260524_210116_642834.jpg,
2026-05-24T21:01:16.870452,mouse/ed6b925d3f34c5852ebd215398020d78_large.webp,1,Unknown Object,white,large,0.156,combined,6581,2.9,ring_like,0.162,0.392,0.329,silver,white,0.027,0.519,20260524_210116_870514.jpg,
2026-05-24T21:01:17.052245,mouse/images (1).jpeg,1,Mouse,black,large,0.664,combined,13779,1.47,oval,0.764,0.971,0.866,black,black,0.754,0.573,20260524_210117_052295.jpg,
2026-05-24T21:01:17.244238,mouse/images (10).jpeg,1,Unknown Object,black,large,0.15,combined,11145,1.22,ring_like,0.417,0.592,0.39,gray,black,0.34,0.46,20260524_210117_244290.jpg,
2026-05-24T21:01:17.524380,mouse/images (12).jpeg,1,Charger Adapter,silver,small,0.586,combined,1232,1.82,oval,0.593,0.936,0.584,silver,silver,0.697,0.62,20260524_210117_524421.jpg,
2026-05-24T21:01:17.681690,mouse/images (13).jpeg,1,Unknown Object,white,long_thin,0.3,combined,919,4.55,ring_like,0.291,0.827,0.418,white,white,1.0,0.367,20260524_210117_681750.jpg,
2026-05-24T21:01:17.955271,mouse/images (15).jpeg,1,Unknown Object,white,large,0.178,combined,7914,1.78,ring_like,0.346,0.45,0.411,silver,white,0.028,0.595,20260524_210117_955323.jpg,
2026-05-24T21:01:18.139417,mouse/images (16).jpeg,1,Unknown Object,black,medium,0.22,combined,1385,1.09,oval,0.802,1.004,0.628,black,black,0.734,0.539,20260524_210118_139474.jpg,
2026-05-24T21:01:18.324234,mouse/images (17).jpeg,1,Mouse,black,large,0.855,combined,11354,1.57,oval,0.632,0.982,0.549,black,black,0.971,0.747,20260524_210118_324290.jpg,
2026-05-24T21:01:18.522608,mouse/images (18).jpeg,1,Unknown Object,black,large,0.232,combined,8363,1.88,ring_like,0.365,0.487,0.389,black,black,0.774,0.65,20260524_210118_522664.jpg,
2026-05-24T21:01:18.750195,mouse/images (19).jpeg,1,Unknown Object,black,large,0.262,combined,12840,1.6,ring_like,0.444,0.569,0.483,black,black,0.873,0.452,20260524_210118_750252.jpg,
2026-05-24T21:01:18.947051,mouse/images (2).jpeg,1,Unknown Object,white,large,0.15,combined,10854,1.14,ring_like,0.102,0.511,0.333,silver,white,0.033,0.441,20260524_210118_947103.jpg,
2026-05-24T21:01:19.097917,mouse/images (3).jpeg,1,USB-C Cable,black,medium,0.758,combined,1710,1.35,ring_like,0.147,0.425,0.299,black,black,0.998,0.535,20260524_210119_097979.jpg,
2026-05-24T21:01:19.308011,mouse/images (4).jpeg,1,Headphones,black,large,0.756,combined,18301,1.61,ring_like,0.514,0.878,0.512,black,black,0.97,0.662,20260524_210119_308072.jpg,
2026-05-24T21:01:19.473561,mouse/images (5).jpeg,1,Colored Object,red,small,0.533,combined,184,1.08,irregular,0.469,1.122,0.295,red,red,0.821,0.663,20260524_210119_473620.jpg,
2026-05-24T21:01:19.677436,mouse/images (6).jpeg,1,Mouse,black,large,0.525,combined,14948,1.69,oval,0.634,0.919,0.772,black,black,0.596,0.429,20260524_210119_677488.jpg,
2026-05-24T21:01:19.846786,mouse/images (7).jpeg,1,Mouse,black,medium,0.771,combined,7199,1.42,oval,0.632,0.933,0.586,black,black,0.876,0.504,20260524_210119_846851.jpg,
2026-05-24T21:01:20.042154,mouse/images (8).jpeg,1,Flash Drive,gray,small,0.461,combined,666,1.54,oval,0.626,0.907,0.553,gray,white,0.607,0.532,20260524_210120_042221.jpg,
2026-05-24T21:01:20.240839,mouse/images (9).jpeg,1,Unknown Object,white,large,0.184,combined,6262,1.76,ring_like,0.281,0.357,0.322,white,white,0.604,0.613,20260524_210120_240903.jpg,
2026-05-24T21:01:20.423686,mouse/images.jpeg,1,USB-C Cable,black,medium,0.423,combined,5030,1.14,ring_like,0.34,0.613,0.425,black,white,0.556,0.375,20260524_210120_423744.jpg,
2026-05-24T21:01:21.343112,mouse/kak-vybrat-igrovuyu-mysh-01_3.jpg,1,Unknown Object,black,large,0.187,combined,53720,1.99,irregular,0.034,0.256,0.144,black,black,0.623,0.529,20260524_210121_343164.jpg,
2026-05-24T21:01:22.067074,mouse/komputernaya_mysh-63510664593842.webp,1,Unknown Object,black,large,0.285,combined,134950,2.11,oval,0.647,0.947,0.806,black,black,0.951,0.498,20260524_210122_067131.jpg,
2026-05-24T21:01:22.469385,mouse/large0TeckNet-Raptor-Gaming-Mouse-2000-tochek-dyuym-6-knopka-lishniy-ves-opticheskoy-kompyuternoy-mishi-kibersport-USB.jpg,1,Unknown Object,silver,small,0.278,combined,721,1.22,irregular,0.162,0.959,0.111,silver,white,0.926,0.549,20260524_210122_469470.jpg,
2026-05-24T21:01:22.469419,mouse/large0TeckNet-Raptor-Gaming-Mouse-2000-tochek-dyuym-6-knopka-lishniy-ves-opticheskoy-kompyuternoy-mishi-kibersport-USB.jpg,2,Unknown Object,silver,small,0.181,combined,771,1.5,ring_like,0.346,0.866,0.291,silver,silver,0.536,0.602,20260524_210122_469893.jpg,
2026-05-24T21:01:23.052939,mouse/mouse.png,1,Unknown Object,black,large,0.189,combined,40993,2.09,ring_like,0.195,0.314,0.231,black,black,0.629,0.501,20260524_210123_052993.jpg,
2026-05-24T21:01:24.160741,mouse/mydo-silent-click.jpg,1,USB-C Cable,black,small,0.54,combined,6235,3.65,ring_like,0.237,0.568,0.526,black,black,0.711,0.458,20260524_210124_160791.jpg,
2026-05-24T21:01:24.736516,mouse/orig.png,1,USB-C Cable,black,small,0.622,combined,7789,1.55,ring_like,0.118,0.545,0.271,black,black,0.818,0.78,20260524_210124_736570.jpg,
2026-05-24T21:01:25.117436,mouse/provodnaya-igrovaya-mysh-razer-basilisk-v3-s-rgb-podsvetkoj-cvet-chernyj.jpg,1,Unknown Object,black,large,0.209,combined,15835,1.83,ring_like,0.092,0.464,0.347,black,black,0.698,0.559,20260524_210125_117538.jpg,
2026-05-24T21:01:25.117474,mouse/provodnaya-igrovaya-mysh-razer-basilisk-v3-s-rgb-podsvetkoj-cvet-chernyj.jpg,2,Flash Drive,black,small,0.487,combined,1086,1.21,oval,0.772,0.998,0.621,black,black,0.641,0.57,20260524_210125_118366.jpg,
2026-05-24T21:01:25.606906,mouse/sh-8012.jpg,1,Unknown Object,black,large,0.286,combined,23137,2.06,ring_like,0.172,0.281,0.209,black,black,0.952,0.584,20260524_210125_606965.jpg,
2026-05-24T21:01:25.869850,mouse/small_202030.jpeg,1,Unknown Object,black,large,0.243,combined,14312,1.82,ring_like,0.348,0.465,0.335,black,black,0.809,0.401,20260524_210125_869900.jpg,
2026-05-24T21:01:32.202208,photo_100_2026-05-24_15-36-01.jpg,1,Mouse,black,large,0.804,combined,303624,1.52,block,0.162,0.791,0.591,black,black,0.914,0.657,20260524_210132_202262.jpg,
2026-05-24T21:01:39.978793,photo_10_2026-05-24_15-36-01.jpg,1,Mouse,black,medium,0.864,combined,103018,1.14,block,0.338,0.795,0.529,black,black,0.982,0.719,20260524_210139_978861.jpg,
2026-05-24T21:01:39.978820,photo_10_2026-05-24_15-36-01.jpg,2,Mouse,black,medium,0.88,combined,59774,1.51,oval,0.796,1.0,0.706,black,black,1.0,0.559,20260524_210139_980469.jpg,
2026-05-24T21:01:56.184847,photo_11_2026-05-24_15-36-01.jpg,1,USB-C Cable,black,medium,0.632,combined,15108,1.41,irregular,0.022,0.14,0.11,black,black,0.831,0.635,20260524_210156_184910.jpg,
2026-05-24T21:01:56.184875,photo_11_2026-05-24_15-36-01.jpg,2,USB-C Cable,black,small,0.708,combined,2606,2.65,ring_like,0.111,0.413,0.139,black,black,0.932,0.541,20260524_210156_186159.jpg,
2026-05-24T21:02:01.361144,photo_11_2026-05-24_15-36-23.jpg,1,Unknown Object,black,large,0.232,combined,130295,1.47,ring_like,0.103,0.344,0.227,black,black,0.773,0.417,20260524_210201_361202.jpg,
2026-05-24T21:02:09.402636,photo_12_2026-05-24_15-36-01.jpg,1,Flash Drive,red,small,0.548,combined,18400,1.33,oval,0.552,0.91,0.546,red,red,0.72,0.663,20260524_210209_402696.jpg,
2026-05-24T21:02:24.038231,photo_13_2026-05-24_15-36-01.jpg,1,Colored Object,red,medium,0.335,combined,143021,1.27,block,0.284,0.789,0.517,red,red,0.515,0.484,20260524_210224_038300.jpg,
2026-05-24T21:02:24.038265,photo_13_2026-05-24_15-36-01.jpg,2,Flash Drive,black,small,0.76,combined,5799,1.31,block,0.261,0.61,0.424,black,black,1.0,0.576,20260524_210224_040217.jpg,
2026-05-24T21:02:29.495029,photo_13_2026-05-24_15-36-23.jpg,1,USB-C Cable,black,small,0.743,combined,8695,3.13,irregular,0.098,0.287,0.178,black,black,0.978,0.478,20260524_210229_495089.jpg,
2026-05-24T21:02:36.555677,photo_14_2026-05-24_15-36-01.jpg,1,Flash Drive,black,small,0.76,combined,18216,1.83,block,0.363,0.785,0.546,black,black,1.0,0.513,20260524_210236_555753.jpg,
2026-05-24T21:02:36.555706,photo_14_2026-05-24_15-36-01.jpg,2,Flash Drive,red,small,0.583,combined,10264,1.41,block,0.222,0.58,0.347,red,red,0.692,0.767,20260524_210236_556379.jpg,
2026-05-24T21:02:48.877170,photo_15_2026-05-24_15-36-01.jpg,1,USB-C Cable,black,medium,0.76,combined,13030,1.28,irregular,0.013,0.063,0.047,black,black,1.0,0.393,20260524_210248_877215.jpg,
2026-05-24T21:02:53.528707,photo_15_2026-05-24_15-36-23.jpg,1,Unknown Object,black,large,0.268,combined,116446,1.11,ring_like,0.083,0.311,0.225,black,black,0.893,0.451,20260524_210253_528765.jpg,
2026-05-24T21:03:00.539024,photo_16_2026-05-24_15-36-01.jpg,1,USB-C Cable,black,small,0.76,combined,9704,2.76,irregular,0.144,0.474,0.29,black,black,1.0,0.484,20260524_210300_539097.jpg,
2026-05-24T21:03:00.539053,photo_16_2026-05-24_15-36-01.jpg,2,Flash Drive,black,small,0.754,combined,2847,1.57,oval,0.636,0.958,0.62,black,black,0.992,0.529,20260524_210300_539690.jpg,
2026-05-24T21:03:04.958553,photo_16_2026-05-24_15-36-23.jpg,1,USB-C Cable,black,medium,0.692,combined,95000,1.21,ring_like,0.136,0.273,0.189,black,black,0.91,0.424,20260524_210304_958609.jpg,
2026-05-24T21:03:11.612610,photo_17_2026-05-24_15-36-01.jpg,1,Mouse,black,large,0.88,combined,270989,1.15,oval,0.792,0.974,0.701,black,black,1.0,0.665,20260524_210311_614706.jpg,
2026-05-24T21:03:11.612641,photo_17_2026-05-24_15-36-01.jpg,2,Flash Drive,black,small,0.76,combined,4908,1.23,block,0.332,0.708,0.491,black,black,1.0,0.398,20260524_210311_617180.jpg,
2026-05-24T21:03:16.440426,photo_17_2026-05-24_15-36-23.jpg,1,Mouse,black,medium,0.875,combined,78258,1.29,oval,0.622,0.946,0.702,black,black,0.995,0.401,20260524_210316_440489.jpg,
2026-05-24T21:03:23.585458,photo_18_2026-05-24_15-36-01.jpg,1,Flash Drive,black,small,0.699,combined,2619,1.3,oval,0.732,0.975,0.641,black,black,0.92,0.755,20260524_210323_585527.jpg,
2026-05-24T21:03:30.202652,photo_18_2026-05-24_15-36-23.jpg,1,Unknown Object,black,large,0.249,combined,121461,1.24,irregular,0.056,0.328,0.215,black,black,0.828,0.544,20260524_210330_202740.jpg,
2026-05-24T21:03:30.202682,photo_18_2026-05-24_15-36-23.jpg,2,USB-C Cable,black,small,0.688,combined,19894,1.39,irregular,0.066,0.286,0.22,black,black,0.905,0.531,20260524_210330_205936.jpg,
2026-05-24T21:03:30.202697,photo_18_2026-05-24_15-36-23.jpg,3,USB-C Cable,black,small,0.76,combined,5103,3.06,ring_like,0.141,0.377,0.281,black,black,1.0,0.434,20260524_210330_206621.jpg,
2026-05-24T21:03:34.118817,photo_19_2026-05-24_15-36-01.jpg,1,Headphones,black,medium,0.78,combined,57504,3.94,irregular,0.233,0.78,0.523,black,black,1.0,0.417,20260524_210334_118938.jpg,
2026-05-24T21:03:34.118845,photo_19_2026-05-24_15-36-01.jpg,2,Flash Drive,black,small,0.76,combined,5114,1.76,oval,0.423,0.916,0.401,black,black,1.0,0.489,20260524_210334_120043.jpg,
2026-05-24T21:03:34.118863,photo_19_2026-05-24_15-36-01.jpg,3,Unknown Object,black,small,0.3,combined,9965,3.68,rectangular,0.428,0.961,0.682,black,black,1.0,0.38,20260524_210334_120300.jpg,
2026-05-24T21:03:34.118878,photo_19_2026-05-24_15-36-01.jpg,4,Unknown Object,black,long_thin,0.3,combined,11567,5.09,irregular,0.24,0.833,0.522,black,black,1.0,0.545,20260524_210334_120567.jpg,
2026-05-24T21:03:34.118892,photo_19_2026-05-24_15-36-01.jpg,5,Unknown Object,black,long_thin,0.283,combined,43028,6.38,irregular,0.135,0.633,0.37,black,black,0.942,0.673,20260524_210334_120863.jpg,
2026-05-24T21:03:41.269712,photo_19_2026-05-24_15-36-23.jpg,1,Mouse,black,medium,0.88,combined,84821,1.21,oval,0.538,0.958,0.67,black,black,1.0,0.716,20260524_210341_269809.jpg,
2026-05-24T21:03:41.269742,photo_19_2026-05-24_15-36-23.jpg,2,USB-C Cable,black,small,0.76,combined,9073,2.74,irregular,0.148,0.479,0.259,black,black,1.0,0.433,20260524_210341_270840.jpg,
2026-05-24T21:03:41.269758,photo_19_2026-05-24_15-36-23.jpg,3,Mouse,black,medium,0.88,combined,97699,1.39,block,0.106,0.626,0.449,black,black,1.0,0.514,20260524_210341_271222.jpg,
2026-05-24T21:03:49.049420,photo_1_2026-05-24_15-36-00.jpg,1,Flash Drive,black,small,0.76,combined,3295,1.94,block,0.331,0.803,0.367,black,black,1.0,0.459,20260524_210349_049530.jpg,
2026-05-24T21:03:49.049448,photo_1_2026-05-24_15-36-00.jpg,2,Flash Drive,black,small,0.76,combined,3295,1.94,block,0.331,0.803,0.367,black,black,1.0,0.459,20260524_210349_050027.jpg,
2026-05-24T21:03:49.049463,photo_1_2026-05-24_15-36-00.jpg,3,USB-C Cable,silver,small,0.48,combined,3808,1.02,irregular,0.145,0.37,0.22,silver,black,0.632,0.366,20260524_210349_050283.jpg,
2026-05-24T21:03:54.922284,photo_1_2026-05-24_15-36-23.jpg,1,Unknown Object,black,large,0.278,combined,135422,1.66,irregular,0.042,0.424,0.266,black,black,0.927,0.546,20260524_210354_922340.jpg,
2026-05-24T21:04:02.276169,photo_20_2026-05-24_15-36-01.jpg,1,Flash Drive,black,small,0.76,combined,4571,2.47,oval,0.629,0.982,0.838,black,black,1.0,0.616,20260524_210402_276224.jpg,
2026-05-24T21:04:08.835960,photo_20_2026-05-24_15-36-23.jpg,1,Mouse,black,medium,0.88,combined,100453,1.16,oval,0.785,0.928,0.76,black,black,1.0,0.661,20260524_210408_836048.jpg,
2026-05-24T21:04:08.835990,photo_20_2026-05-24_15-36-23.jpg,2,Unknown Object,black,small,0.3,combined,3709,1.1,irregular,0.242,0.626,0.299,black,black,1.0,0.501,20260524_210408_837173.jpg,
2026-05-24T21:04:08.836007,photo_20_2026-05-24_15-36-23.jpg,3,Mouse,black,medium,0.88,combined,77847,1.33,block,0.069,0.608,0.415,black,black,1.0,0.472,20260524_210408_837417.jpg,
2026-05-24T21:04:14.873201,photo_21_2026-05-24_15-36-01.jpg,1,Flash Drive,black,small,0.76,combined,6851,2.6,irregular,0.406,0.967,0.494,black,black,1.0,0.667,20260524_210414_873274.jpg,
2026-05-24T21:04:14.873228,photo_21_2026-05-24_15-36-01.jpg,2,Mouse,black,medium,0.595,combined,71660,1.38,oval,0.624,0.987,0.549,black,black,0.676,0.56,20260524_210414_873800.jpg,
2026-05-24T21:04:21.924909,photo_21_2026-05-24_15-36-23.jpg,1,Mouse,black,medium,0.776,combined,108446,1.34,rectangular,0.3,0.871,0.606,black,red,0.882,0.416,20260524_210421_924982.jpg,
2026-05-24T21:04:21.924937,photo_21_2026-05-24_15-36-23.jpg,2,Mouse,black,medium,0.742,combined,67581,1.24,oval,0.547,0.936,0.68,black,red,0.843,0.543,20260524_210421_926372.jpg,
2026-05-24T21:04:30.066666,photo_22_2026-05-24_15-36-01.jpg,1,Charger Adapter,gray,small,0.839,combined,29679,1.2,oval,0.647,0.968,0.61,gray,silver,0.999,0.715,20260524_210430_067363.jpg,
2026-05-24T21:04:39.318869,photo_22_2026-05-24_15-36-23.jpg,1,Unknown Object,black,large,0.15,combined,54798,3.0,ring_like,0.124,0.581,0.205,black,black,0.477,0.445,20260524_210439_318975.jpg,
2026-05-24T21:04:39.318901,photo_22_2026-05-24_15-36-23.jpg,2,USB-C Cable,black,medium,0.5,combined,74723,1.49,irregular,0.059,0.435,0.339,black,black,0.657,0.496,20260524_210439_321254.jpg,
2026-05-24T21:04:39.318919,photo_22_2026-05-24_15-36-23.jpg,3,Unknown Object,gray,small,0.3,combined,5594,1.86,ring_like,0.284,0.684,0.397,gray,silver,1.0,0.446,20260524_210439_323114.jpg,
2026-05-24T21:04:39.318933,photo_22_2026-05-24_15-36-23.jpg,4,Unknown Object,black,long_thin,0.3,combined,4856,8.64,irregular,0.145,0.771,0.516,black,black,1.0,0.674,20260524_210439_323397.jpg,
2026-05-24T21:04:46.256426,photo_23_2026-05-24_15-36-01.jpg,1,Mouse,black,medium,0.603,combined,42590,1.28,rectangular,0.32,0.766,0.602,black,black,0.665,0.686,20260524_210446_256485.jpg,
2026-05-24T21:04:57.867764,photo_23_2026-05-24_15-36-23.jpg,1,USB-C Cable,black,medium,0.39,combined,13388,2.99,irregular,0.082,0.23,0.137,black,black,0.514,0.507,20260524_210457_867864.jpg,
2026-05-24T21:04:57.867792,photo_23_2026-05-24_15-36-23.jpg,2,Charger Adapter,white,small,0.831,combined,4931,1.62,oval,0.697,0.954,0.817,white,white,0.989,0.864,20260524_210457_943333.jpg,
2026-05-24T21:04:57.867809,photo_23_2026-05-24_15-36-23.jpg,3,USB-C Cable,white,medium,0.537,combined,16032,2.11,irregular,0.055,0.126,0.079,white,white,0.587,0.707,20260524_210457_943583.jpg,
2026-05-24T21:04:57.867823,photo_23_2026-05-24_15-36-23.jpg,4,USB-C Cable,black,medium,0.39,combined,13388,2.99,irregular,0.082,0.23,0.137,black,black,0.514,0.507,20260524_210457_945667.jpg,
2026-05-24T21:05:04.088927,photo_24_2026-05-24_15-36-01.jpg,1,USB-C Cable,black,small,0.76,combined,9075,1.47,irregular,0.025,0.091,0.08,black,black,1.0,0.368,20260524_210504_089003.jpg,
2026-05-24T21:05:04.088955,photo_24_2026-05-24_15-36-01.jpg,2,Unknown Object,black,small,0.291,combined,3016,2.08,ring_like,0.379,0.731,0.558,black,black,0.969,0.491,20260524_210504_089963.jpg,
2026-05-24T21:05:15.410961,photo_24_2026-05-24_15-36-23.jpg,1,USB-C Cable,silver,medium,0.512,combined,97997,1.19,ring_like,0.107,0.393,0.282,silver,silver,0.674,0.491,20260524_210515_411024.jpg,
2026-05-24T21:05:23.252111,photo_25_2026-05-24_15-36-01.jpg,1,Mouse,black,medium,0.76,combined,37871,2.04,oval,0.664,0.985,0.895,black,black,0.863,0.348,20260524_210523_252170.jpg,
2026-05-24T21:05:34.471644,photo_25_2026-05-24_15-36-23.jpg,1,Unknown Object,white,large,0.15,combined,57334,1.09,ring_like,0.082,0.178,0.103,silver,white,0.309,0.493,20260524_210534_471695.jpg,
2026-05-24T21:05:40.581790,photo_26_2026-05-24_15-36-01.jpg,1,Unknown Object,black,small,0.298,combined,10548,3.52,rectangular,0.559,0.999,0.804,black,black,0.995,0.829,20260524_210540_581847.jpg,
2026-05-24T21:05:51.015528,photo_26_2026-05-24_15-36-23.jpg,1,Unknown Object,silver,large,0.178,combined,91970,1.23,irregular,0.047,0.209,0.153,silver,silver,0.592,0.399,20260524_210551_015580.jpg,
2026-05-24T21:05:59.485962,photo_27_2026-05-24_15-36-01.jpg,1,Mouse,gray,medium,0.878,combined,47938,1.7,oval,0.463,0.859,0.743,gray,gray,0.998,0.645,20260524_210559_486481.jpg,
2026-05-24T21:06:10.230052,photo_27_2026-05-24_15-36-23.jpg,1,Unknown Object,white,small,0.211,combined,14407,2.12,ring_like,0.533,0.892,0.707,white,white,0.704,0.69,20260524_210610_230104.jpg,
2026-05-24T21:06:19.683251,photo_28_2026-05-24_15-36-01.jpg,1,USB-C Cable,black,small,0.74,combined,5570,1.4,irregular,0.056,0.214,0.179,black,black,0.974,0.666,20260524_210619_683302.jpg,
2026-05-24T21:06:29.759917,photo_28_2026-05-24_15-36-23.jpg,1,Charger Adapter,white,small,0.582,combined,17430,1.48,oval,0.69,0.951,0.686,white,white,0.693,0.659,20260524_210629_762317.jpg,
2026-05-24T21:06:38.533732,photo_29_2026-05-24_15-36-01.jpg,1,Mouse,black,large,0.851,combined,193239,1.29,block,0.065,0.74,0.429,black,black,0.967,0.516,20260524_210638_533799.jpg,
